Asset_ID,MUTCD_Code,Description,Sign_Category,Legend_Text,Latitude,Longitude,Road_Name,Intersection_With,Condition_Rating,Status,Install_Date,Sheeting_Type,Sheeting_Manufacturer,Facing_Direction,Side_of_Road,Mount_Height,Measured_Value,Passes_Minimum,Replacement_Cost,Support_Tag,Support_Type,Support_Material,Support_Height_Inches,Support_Condition,Support_Status,Support_Install_Date
SGN-0903,S1-1,School Zone,school,SCHOOL ZONE,39.816832,-89.650464,Clear Lake Ave,Edwards St,5,active,03/12/2023,Type III,3M,270,E,88,,,,SUP-0385,u_channel,galvanized_steel,84,4,active,01/16/2022
SGN-0904,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 20,39.816832,-89.650464,Clear Lake Ave,Edwards St,4,active,01/16/2022,Type XI,3M,0,S,82,,,,SUP-0385,u_channel,galvanized_steel,84,4,active,01/16/2022
SGN-0905,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.801582,-89.643748,Washington St,Cook St,5,active,02/04/2026,Type III,3M,270,E,86,,,,SUP-0386,square_tube,galvanized_steel,88,4,active,02/04/2026
SGN-0906,D1-1,Street Name Sign,guide,COOK ST,39.801582,-89.643748,Washington St,Cook St,5,active,02/04/2026,Type XI,Avery Dennison,180,N,81,780,true,,SUP-0386,square_tube,galvanized_steel,88,4,active,02/04/2026
SGN-0907,R1-1,STOP,regulatory,STOP,39.801377,-89.646601,MacArthur Blvd,Wabash Ave,5,replaced,09/13/2025,Type III,3M,0,S,77,,,,SUP-0387,u_channel,galvanized_steel,85,4,active,09/13/2025
SGN-0908,D1-1,Street Name Sign,guide,WABASH AVE,39.801377,-89.646601,MacArthur Blvd,Wabash Ave,4,faded,09/13/2025,Type XI,,0,S,85,,,,SUP-0387,u_channel,galvanized_steel,85,4,active,09/13/2025
SGN-0909,R1-1,STOP,regulatory,STOP,39.798920,-89.646559,Jefferson St,Capitol Ave,5,active,05/27/2019,Type III,Avery Dennison,180,N,78,,,,SUP-0388,u_channel,aluminum,84,3,active,05/27/2019
SGN-0910,R1-3,Multi-Way Stop Plaque,regulatory,,39.798920,-89.646559,Jefferson St,Capitol Ave,4,active,05/27/2019,Type IX,Avery Dennison,90,W,86,,,,SUP-0388,u_channel,aluminum,84,3,active,05/27/2019
SGN-0911,D1-1,Street Name Sign,guide,CAPITOL AVE,39.798920,-89.646559,Jefferson St,Capitol Ave,3,active,11/12/2022,Type III,3M,180,N,80,,,,SUP-0388,u_channel,aluminum,84,3,active,05/27/2019
SGN-0912,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.806269,-89.655587,Bruns Ln,Washington St,3,active,10/28/2016,Type III,Avery Dennison,180,N,81,,,,SUP-0389,span_wire,steel,219,2,active,10/28/2016
SGN-0913,D1-1,Street Name Sign,guide,WASHINGTON ST,39.806269,-89.655587,Bruns Ln,Washington St,4,active,10/28/2016,Type III,3M,180,N,82,,,,SUP-0389,span_wire,steel,219,2,active,10/28/2016
SGN-0914,R1-1,STOP,regulatory,STOP,39.750000,-89.647125,Iles Ave,Black Ave,3,replaced,12/28/2023,Type XI,Avery Dennison,180,N,85,,,,SUP-0390,u_channel,galvanized_steel,81,2,damaged,12/28/2023
SGN-0915,R1-3,Multi-Way Stop Plaque,regulatory,,39.750000,-89.647125,Iles Ave,Black Ave,2,active,12/28/2023,Type XI,Avery Dennison,90,W,90,,,146,SUP-0390,u_channel,galvanized_steel,81,2,damaged,12/28/2023
SGN-0916,R1-1,STOP,regulatory,STOP,39.812210,-89.648417,Bruns Ln,Dirksen Pkwy,4,faded,11/25/2019,Type XI,3M,270,E,91,460,true,,SUP-0391,wood,wood,93,2,rusted,11/25/2019
SGN-0917,R1-3,Multi-Way Stop Plaque,regulatory,,39.812210,-89.648417,Bruns Ln,Dirksen Pkwy,5,active,11/25/2019,Type III,3M,0,S,87,,,,SUP-0391,wood,wood,93,2,rusted,11/25/2019
SGN-0918,D1-1,Street Name Sign,guide,DIRKSEN PKWY,39.812210,-89.648417,Bruns Ln,Dirksen Pkwy,2,active,11/25/2019,Type IX,3M,180,N,77,,,194,SUP-0391,wood,wood,93,2,rusted,11/25/2019
SGN-0919,R1-1,STOP,regulatory,STOP,39.791806,-89.633073,Sangamon Ave,Wabash Ave,3,active,12/16/2022,Type III,3M,90,W,85,,,,SUP-0392,u_channel,galvanized_steel,77,5,active,12/16/2022
SGN-0920,R1-3,Multi-Way Stop Plaque,regulatory,,39.791806,-89.633073,Sangamon Ave,Wabash Ave,3,active,12/16/2022,Type IX,3M,270,E,83,407,true,,SUP-0392,u_channel,galvanized_steel,77,5,active,12/16/2022
SGN-0921,R1-1,STOP,regulatory,STOP,39.801578,-89.650841,MacArthur Blvd,South Grand Ave,3,active,11/18/2016,Type I,3M,0,S,81,,,,SUP-0393,u_channel,galvanized_steel,91,4,active,11/18/2016
SGN-0922,D1-1,Street Name Sign,guide,SOUTH GRAND AVE,39.801578,-89.650841,MacArthur Blvd,South Grand Ave,3,active,11/18/2016,Type I,3M,180,N,88,,,,SUP-0393,u_channel,galvanized_steel,91,4,active,11/18/2016
SGN-0923,R1-1,STOP,regulatory,STOP,39.798757,-89.645352,Cook St,Jefferson St,3,active,04/30/2021,Type III,3M,0,S,86,,,,SUP-0394,u_channel,galvanized_steel,85,5,active,04/30/2021
SGN-0924,R1-3,Multi-Way Stop Plaque,regulatory,,39.798757,-89.645352,Cook St,Jefferson St,2,damaged,04/30/2021,Type III,3M,0,S,83,288,true,132,SUP-0394,u_channel,galvanized_steel,85,5,active,04/30/2021
SGN-0925,R1-1,STOP,regulatory,STOP,39.794796,-89.669375,Stevenson Dr,J David Jones Pkwy,5,active,06/20/2024,Type XI,3M,0,S,87,,,,SUP-0395,wall_mount,aluminum,81,4,active,06/20/2024
SGN-0926,R1-3,Multi-Way Stop Plaque,regulatory,,39.794796,-89.669375,Stevenson Dr,J David Jones Pkwy,5,active,06/20/2024,Type XI,,180,N,82,,,,SUP-0395,wall_mount,aluminum,81,4,active,06/20/2024
SGN-0927,W11-2,Pedestrian Crossing,warning,,39.799147,-89.645889,Edwards St,9th St,4,active,10/27/2025,Type XI,Avery Dennison,0,S,85,,,,SUP-0396,u_channel,aluminum,74,4,active,10/27/2025
SGN-0928,R9-7,Pedestrian Crossing,regulatory,,39.799147,-89.645889,Edwards St,9th St,5,active,10/27/2025,Type XI,3M,0,S,86,,,,SUP-0396,u_channel,aluminum,74,4,active,10/27/2025
SGN-0929,W14-1,Dead End / No Outlet,warning,,39.773832,-89.667963,Wabash Ave,,2,active,08/29/2020,Type III,3M,0,S,88,,,167,SUP-0397,mast_arm,steel,171,3,active,08/29/2020
SGN-0930,D1-1,Street Name Sign,guide,WABASH AVE,39.773832,-89.667963,Wabash Ave,,4,active,07/06/2025,Type XI,Avery Dennison,0,S,88,,,,SUP-0397,mast_arm,steel,171,3,active,08/29/2020
SGN-0931,R1-1,STOP,regulatory,STOP,39.799434,-89.644815,9th St,2nd St,5,active,07/24/2016,Type III,,180,N,87,,,,SUP-0398,round_tube,aluminum,79,3,active,07/24/2016
SGN-0932,R1-3,Multi-Way Stop Plaque,regulatory,,39.799434,-89.644815,9th St,2nd St,4,active,10/24/2020,Type IX,3M,180,N,85,,,,SUP-0398,round_tube,aluminum,79,3,active,07/24/2016
SGN-0933,D1-1,Street Name Sign,guide,2ND ST,39.799434,-89.644815,9th St,2nd St,3,active,07/24/2016,Type III,3M,180,N,78,,,,SUP-0398,round_tube,aluminum,79,3,active,07/24/2016
SGN-0934,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.797100,-89.643831,2nd St,Monroe St,3,active,04/06/2023,Type XI,Avery Dennison,0,S,87,551,true,,SUP-0399,square_tube,galvanized_steel,82,4,active,04/06/2023
SGN-0935,D1-1,Street Name Sign,guide,MONROE ST,39.797100,-89.643831,2nd St,Monroe St,3,active,04/06/2023,Type IX,3M,90,W,80,467,true,,SUP-0399,square_tube,galvanized_steel,82,4,active,04/06/2023
SGN-0936,S1-1,School Zone,school,SCHOOL ZONE,39.786291,-89.634645,Montvale Dr,South Grand Ave,3,active,07/20/2023,Type IX,3M,0,S,93,,,,SUP-0400,round_tube,aluminum,89,5,active,07/20/2023
SGN-0937,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 20,39.786291,-89.634645,Montvale Dr,South Grand Ave,4,active,07/20/2023,Type IX,3M,90,W,84,,,,SUP-0400,round_tube,aluminum,89,5,active,07/20/2023
SGN-0938,R1-1,STOP,regulatory,STOP,39.774508,-89.618995,South Grand Ave,Edwards St,5,active,08/01/2024,Type IX,Avery Dennison,0,S,76,,,,SUP-0401,u_channel,aluminum,87,5,leaning,08/01/2024
SGN-0939,R1-3,Multi-Way Stop Plaque,regulatory,,39.774508,-89.618995,South Grand Ave,Edwards St,4,active,08/01/2024,Type XI,3M,180,N,88,,,,SUP-0401,u_channel,aluminum,87,5,leaning,08/01/2024
SGN-0940,D1-1,Street Name Sign,guide,EDWARDS ST,39.774508,-89.618995,South Grand Ave,Edwards St,4,active,08/01/2024,Type III,3M,0,S,88,,,,SUP-0401,u_channel,aluminum,87,5,leaning,08/01/2024
SGN-0941,R1-1,STOP,regulatory,STOP,39.760363,-89.642987,Ash St,Stevenson Dr,1,damaged,10/20/2018,Type I,3M,180,N,89,,,160,SUP-0402,u_channel,aluminum,89,1,rusted,10/20/2018
SGN-0942,D1-1,Street Name Sign,guide,STEVENSON DR,39.760363,-89.642987,Ash St,Stevenson Dr,5,active,10/20/2018,Type III,Avery Dennison,270,E,84,,,,SUP-0402,u_channel,aluminum,89,1,rusted,10/20/2018
SGN-0943,R6-1,One Way (arrow),regulatory,ONE WAY,39.800117,-89.640008,Adams St,Monroe St,3,active,06/05/2022,Type XI,Avery Dennison,0,S,78,,,,SUP-0403,u_channel,aluminum,88,2,leaning,02/21/2020
SGN-0944,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.800117,-89.640008,Adams St,Monroe St,4,active,02/21/2020,Type XI,3M,180,N,83,,,,SUP-0403,u_channel,aluminum,88,2,leaning,02/21/2020
SGN-0945,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.774926,-89.655065,Ash St,,5,active,08/05/2024,Type IX,Avery Dennison,270,E,85,,,,SUP-0404,wood,wood,85,5,damaged,08/05/2024
SGN-0946,D1-1,Street Name Sign,guide,ASH ST,39.774926,-89.655065,Ash St,,5,active,08/05/2024,Type IX,Avery Dennison,0,S,80,,,,SUP-0404,wood,wood,85,5,damaged,08/05/2024
SGN-0947,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.840000,-89.671658,Stevenson Dr,Old Jacksonville Rd,4,active,05/13/2023,Type IX,3M,0,S,85,,,,SUP-0405,u_channel,galvanized_steel,90,4,active,03/30/2019
SGN-0948,D1-1,Street Name Sign,guide,OLD JACKSONVILLE RD,39.840000,-89.671658,Stevenson Dr,Old Jacksonville Rd,5,active,03/30/2019,Type I,Avery Dennison,0,S,86,,,,SUP-0405,u_channel,galvanized_steel,90,4,active,03/30/2019
SGN-0949,R1-1,STOP,regulatory,STOP,39.800261,-89.643400,Jefferson St,Monroe St,3,faded,02/01/2022,Type IX,3M,0,S,84,,,,SUP-0406,u_channel,galvanized_steel,86,5,active,02/01/2022
SGN-0950,R1-3,Multi-Way Stop Plaque,regulatory,,39.800261,-89.643400,Jefferson St,Monroe St,4,active,03/27/2025,Type XI,Avery Dennison,180,N,89,,,,SUP-0406,u_channel,galvanized_steel,86,5,active,02/01/2022
SGN-0951,R1-1,STOP,regulatory,STOP,39.797285,-89.648158,Capitol Ave,Meadowbrook Rd,5,active,02/03/2026,Type XI,3M,180,N,89,,,,SUP-0407,u_channel,galvanized_steel,85,3,active,02/03/2026
SGN-0952,R1-3,Multi-Way Stop Plaque,regulatory,,39.797285,-89.648158,Capitol Ave,Meadowbrook Rd,4,active,02/03/2026,Type IX,Avery Dennison,270,E,82,,,,SUP-0407,u_channel,galvanized_steel,85,3,active,02/03/2026
SGN-0953,D1-1,Street Name Sign,guide,MEADOWBROOK RD,39.797285,-89.648158,Capitol Ave,Meadowbrook Rd,5,active,02/03/2026,Type XI,,0,S,82,,,,SUP-0407,u_channel,galvanized_steel,85,3,active,02/03/2026
SGN-0954,R1-1,STOP,regulatory,STOP,39.794746,-89.646091,5th St,11th St,5,active,01/26/2025,Type XI,3M,270,E,87,,,,SUP-0408,wood,treated_wood,98,5,active,01/26/2025
SGN-0955,R1-3,Multi-Way Stop Plaque,regulatory,,39.794746,-89.646091,5th St,11th St,5,active,01/26/2025,Type IX,3M,270,E,89,,,,SUP-0408,wood,treated_wood,98,5,active,01/26/2025
SGN-0956,D1-1,Street Name Sign,guide,11TH ST,39.794746,-89.646091,5th St,11th St,5,active,01/26/2025,Type XI,,270,E,86,780,true,,SUP-0408,wood,treated_wood,98,5,active,01/26/2025
SGN-0957,D1-1,Street Name Sign,guide,11TH ST,39.794746,-89.646091,5th St,11th St,5,faded,01/26/2025,Type IX,,0,S,90,,,,SUP-0408,wood,treated_wood,98,5,active,01/26/2025
SGN-0958,R1-1,STOP,regulatory,STOP,39.829170,-89.661352,Black Ave,MacArthur Blvd,4,faded,03/26/2023,Type IX,3M,90,W,84,,,,SUP-0409,u_channel,galvanized_steel,80,5,active,03/26/2023
SGN-0959,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.829170,-89.661352,Black Ave,MacArthur Blvd,4,active,03/26/2023,Type XI,3M,90,W,82,,,,SUP-0409,u_channel,galvanized_steel,80,5,active,03/26/2023
SGN-0960,R1-1,STOP,regulatory,STOP,39.801912,-89.644790,9th St,Jefferson St,4,active,08/19/2021,Type III,3M,90,W,78,217,true,,SUP-0410,u_channel,aluminum,94,3,active,08/19/2021
SGN-0961,R1-3,Multi-Way Stop Plaque,regulatory,,39.801912,-89.644790,9th St,Jefferson St,5,missing,11/07/2025,Type XI,3M,180,N,81,,,,SUP-0410,u_channel,aluminum,94,3,active,08/19/2021
SGN-0962,D1-1,Street Name Sign,guide,JEFFERSON ST,39.801912,-89.644790,9th St,Jefferson St,4,active,08/19/2021,Type XI,Avery Dennison,90,W,75,,,,SUP-0410,u_channel,aluminum,94,3,active,08/19/2021
SGN-0963,W11-2,Pedestrian Crossing,warning,,39.799691,-89.642476,Monroe St,Washington St,2,damaged,12/29/2017,Type III,3M,180,N,89,,,105,SUP-0411,square_tube,galvanized_steel,81,1,damaged,12/29/2017
SGN-0964,R9-7,Pedestrian Crossing,regulatory,,39.799691,-89.642476,Monroe St,Washington St,4,active,03/19/2022,Type IX,Avery Dennison,0,S,82,,,,SUP-0411,square_tube,galvanized_steel,81,1,damaged,12/29/2017
SGN-0965,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.793842,-89.641077,Jefferson St,,2,active,11/13/2021,Type III,3M,180,N,83,,,191,SUP-0412,u_channel,aluminum,85,5,active,11/13/2021
SGN-0966,D1-1,Street Name Sign,guide,JEFFERSON ST,39.793842,-89.641077,Jefferson St,,5,active,11/13/2021,Type III,3M,90,W,87,171,true,,SUP-0412,u_channel,aluminum,85,5,active,11/13/2021
SGN-0967,R1-1,STOP,regulatory,STOP,39.761663,-89.613678,Archer Elevator Rd,North Grand Ave,5,active,04/15/2022,Type XI,Avery Dennison,180,N,89,,,,SUP-0413,wall_mount,steel,93,2,leaning,04/05/2020
SGN-0968,D1-1,Street Name Sign,guide,NORTH GRAND AVE,39.761663,-89.613678,Archer Elevator Rd,North Grand Ave,2,active,04/05/2020,Type I,3M,270,E,91,,,294,SUP-0413,wall_mount,steel,93,2,leaning,04/05/2020
SGN-0969,R1-1,STOP,regulatory,STOP,39.791324,-89.644613,9th St,Stanford Ave,3,active,03/20/2014,Type I,3M,0,S,81,,,,SUP-0414,square_tube,aluminum,80,1,rusted,03/20/2014
SGN-0970,D1-1,Street Name Sign,guide,STANFORD AVE,39.791324,-89.644613,9th St,Stanford Ave,4,active,06/10/2017,Type III,3M,180,N,87,,,,SUP-0414,square_tube,aluminum,80,1,rusted,03/20/2014
SGN-0971,R1-1,STOP,regulatory,STOP,39.798317,-89.645559,Monroe St,Spring St,3,active,06/18/2019,Type IX,3M,0,S,94,,,,SUP-0415,wall_mount,steel,98,4,active,06/18/2019
SGN-0972,D1-1,Street Name Sign,guide,SPRING ST,39.798317,-89.645559,Monroe St,Spring St,2,active,06/18/2019,Type I,Avery Dennison,90,W,92,,,168,SUP-0415,wall_mount,steel,98,4,active,06/18/2019
SGN-0973,R1-1,STOP,regulatory,STOP,39.754822,-89.660969,MacArthur Blvd,J David Jones Pkwy,2,active,10/21/2013,Type I,3M,180,N,91,36,false,301,SUP-0416,wood,wood,112,1,rusted,10/21/2013
SGN-0974,D1-1,Street Name Sign,guide,J DAVID JONES PKWY,39.754822,-89.660969,MacArthur Blvd,J David Jones Pkwy,1,damaged,10/21/2013,Type I,Avery Dennison,180,N,79,,,108,SUP-0416,wood,wood,112,1,rusted,10/21/2013
SGN-0975,R1-1,STOP,regulatory,STOP,39.792845,-89.645228,9th St,MacArthur Blvd,2,obscured,05/02/2015,Type IX,3M,90,W,88,,,199,SUP-0417,u_channel,aluminum,80,3,active,05/02/2015
SGN-0976,R1-3,Multi-Way Stop Plaque,regulatory,,39.792845,-89.645228,9th St,MacArthur Blvd,2,active,05/02/2015,Type III,3M,270,E,83,,,81,SUP-0417,u_channel,aluminum,80,3,active,05/02/2015
SGN-0977,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.792845,-89.645228,9th St,MacArthur Blvd,3,active,05/02/2015,Type IX,3M,0,S,78,,,,SUP-0417,u_channel,aluminum,80,3,active,05/02/2015
SGN-0978,R1-1,STOP,regulatory,STOP,39.797960,-89.647126,Capitol Ave,Lindbergh Blvd,3,active,12/01/2020,Type IX,3M,180,N,87,,,,SUP-0418,square_tube,aluminum,85,2,damaged,01/07/2019
SGN-0979,R1-3,Multi-Way Stop Plaque,regulatory,,39.797960,-89.647126,Capitol Ave,Lindbergh Blvd,4,active,01/07/2019,Type IX,Avery Dennison,90,W,87,,,,SUP-0418,square_tube,aluminum,85,2,damaged,01/07/2019
SGN-0980,D1-1,Street Name Sign,guide,LINDBERGH BLVD,39.797960,-89.647126,Capitol Ave,Lindbergh Blvd,3,active,11/14/2021,Type IX,3M,270,E,85,,,,SUP-0418,square_tube,aluminum,85,2,damaged,01/07/2019
SGN-0981,R2-1,Speed Limit,regulatory,SPEED LIMIT 45,39.753040,-89.634769,Iles Ave,South Grand Ave,2,faded,11/04/2015,Type III,3M,90,W,80,,,160,SUP-0419,u_channel,galvanized_steel,80,1,damaged,11/04/2015
SGN-0982,D1-1,Street Name Sign,guide,SOUTH GRAND AVE,39.753040,-89.634769,Iles Ave,South Grand Ave,3,active,11/04/2015,Type III,3M,0,S,81,,,,SUP-0419,u_channel,galvanized_steel,80,1,damaged,11/04/2015
SGN-0983,R1-1,STOP,regulatory,STOP,39.809371,-89.642846,Lawrence Ave,Montvale Dr,4,active,07/10/2016,Type I,3M,180,N,85,,,,SUP-0420,square_tube,aluminum,82,4,active,07/10/2016
SGN-0984,R1-3,Multi-Way Stop Plaque,regulatory,,39.809371,-89.642846,Lawrence Ave,Montvale Dr,4,active,07/10/2016,Type IX,Avery Dennison,0,S,78,,,,SUP-0420,square_tube,aluminum,82,4,active,07/10/2016
SGN-0985,D1-1,Street Name Sign,guide,MONTVALE DR,39.809371,-89.642846,Lawrence Ave,Montvale Dr,4,active,08/09/2019,Type IX,3M,270,E,87,,,,SUP-0420,square_tube,aluminum,82,4,active,07/10/2016
SGN-0986,R1-1,STOP,regulatory,STOP,39.798668,-89.644416,Jefferson St,Cook St,4,active,07/21/2017,Type I,3M,270,E,78,56,true,,SUP-0421,mast_arm,steel,184,3,active,07/21/2017
SGN-0987,D1-1,Street Name Sign,guide,COOK ST,39.798668,-89.644416,Jefferson St,Cook St,3,active,07/21/2017,Type IX,3M,90,W,86,382,true,,SUP-0421,mast_arm,steel,184,3,active,07/21/2017
SGN-0988,R1-1,STOP,regulatory,STOP,39.772565,-89.638640,Grand Ave,9th St,3,active,10/30/2019,Type IX,3M,90,W,87,,,,SUP-0422,wall_mount,aluminum,88,3,leaning,08/18/2018
SGN-0989,R1-3,Multi-Way Stop Plaque,regulatory,,39.772565,-89.638640,Grand Ave,9th St,3,active,08/18/2018,Type IX,3M,90,W,87,,,,SUP-0422,wall_mount,aluminum,88,3,leaning,08/18/2018
SGN-0990,D1-1,Street Name Sign,guide,9TH ST,39.772565,-89.638640,Grand Ave,9th St,2,active,08/18/2018,Type III,,0,S,80,,,300,SUP-0422,wall_mount,aluminum,88,3,leaning,08/18/2018
SGN-0991,D1-1,Street Name Sign,guide,9TH ST,39.772565,-89.638640,Grand Ave,9th St,4,active,08/18/2018,Type IX,3M,0,S,90,,,,SUP-0422,wall_mount,aluminum,88,3,leaning,08/18/2018
SGN-0992,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.816580,-89.659525,Veterans Pkwy,2nd St,2,active,12/15/2017,Type III,3M,180,N,82,,,263,SUP-0423,wood,wood,106,3,active,12/15/2017
SGN-0993,D1-1,Street Name Sign,guide,2ND ST,39.816580,-89.659525,Veterans Pkwy,2nd St,3,active,12/15/2017,Type III,Avery Dennison,270,E,84,181,true,,SUP-0423,wood,wood,106,3,active,12/15/2017
SGN-0994,R1-1,STOP,regulatory,STOP,39.808381,-89.655339,Pasfield St,Washington St,5,active,07/17/2024,Type IX,,90,W,89,,,,SUP-0424,square_tube,aluminum,69,5,active,07/17/2024
SGN-0995,R1-3,Multi-Way Stop Plaque,regulatory,,39.808381,-89.655339,Pasfield St,Washington St,4,active,07/17/2024,Type XI,,90,W,85,,,,SUP-0424,square_tube,aluminum,69,5,active,07/17/2024
SGN-0996,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.750000,-89.647647,Stevenson Dr,Clear Lake Ave,3,active,04/30/2017,Type I,3M,90,W,77,,,,SUP-0425,wood,wood,90,4,active,04/30/2017
SGN-0997,D1-1,Street Name Sign,guide,CLEAR LAKE AVE,39.750000,-89.647647,Stevenson Dr,Clear Lake Ave,1,damaged,04/30/2017,Type III,Avery Dennison,0,S,81,,,195,SUP-0425,wood,wood,90,4,active,04/30/2017
SGN-0998,R1-1,STOP,regulatory,STOP,39.801156,-89.639610,Edwards St,Spring St,4,faded,03/09/2022,Type IX,3M,270,E,77,,,,SUP-0426,u_channel,galvanized_steel,90,4,active,03/09/2022
SGN-0999,D1-1,Street Name Sign,guide,SPRING ST,39.801156,-89.639610,Edwards St,Spring St,4,active,03/09/2022,Type IX,Avery Dennison,180,N,88,,,,SUP-0426,u_channel,galvanized_steel,90,4,active,03/09/2022
SGN-1000,R1-1,STOP,regulatory,STOP,39.757681,-89.622217,Archer Elevator Rd,2nd St,5,active,02/10/2024,Type III,Avery Dennison,180,N,77,222,true,,SUP-0427,span_wire,steel,229,4,active,02/10/2024
SGN-1001,D1-1,Street Name Sign,guide,2ND ST,39.757681,-89.622217,Archer Elevator Rd,2nd St,5,active,02/10/2024,Type IX,Avery Dennison,90,W,91,563,true,,SUP-0427,span_wire,steel,229,4,active,02/10/2024
SGN-1002,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.799497,-89.642175,Edwards St,Spring St,3,active,05/13/2021,Type XI,3M,0,S,86,,,,SUP-0428,square_tube,aluminum,85,3,active,05/13/2021
SGN-1003,D1-1,Street Name Sign,guide,SPRING ST,39.799497,-89.642175,Edwards St,Spring St,4,active,05/13/2021,Type IX,Avery Dennison,0,S,90,,,,SUP-0428,square_tube,aluminum,85,3,active,05/13/2021
SGN-1004,R1-1,STOP,regulatory,STOP,39.811619,-89.628095,Allen St,Stanford Ave,4,active,11/28/2023,Type III,Avery Dennison,270,E,88,,,,SUP-0429,u_channel,aluminum,86,4,leaning,11/28/2023
SGN-1005,R1-3,Multi-Way Stop Plaque,regulatory,,39.811619,-89.628095,Allen St,Stanford Ave,3,faded,11/28/2023,Type XI,Avery Dennison,90,W,85,,,,SUP-0429,u_channel,aluminum,86,4,leaning,11/28/2023
SGN-1006,R1-1,STOP,regulatory,STOP,39.782458,-89.635580,Ash St,Edwards St,3,active,04/05/2020,Type IX,3M,90,W,87,,,,SUP-0430,u_channel,galvanized_steel,94,5,active,04/05/2020
SGN-1007,D1-1,Street Name Sign,guide,EDWARDS ST,39.782458,-89.635580,Ash St,Edwards St,4,active,04/21/2022,Type III,3M,180,N,85,,,,SUP-0430,u_channel,galvanized_steel,94,5,active,04/05/2020
SGN-1008,S1-1,School Zone,school,SCHOOL ZONE,39.813230,-89.629748,Grand Ave,Peoria Rd,5,damaged,06/12/2024,Type IX,3M,90,W,82,,,,SUP-0431,mast_arm,steel,151,2,rusted,11/01/2019
SGN-1009,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 20,39.813230,-89.629748,Grand Ave,Peoria Rd,4,active,11/01/2019,Type III,3M,90,W,74,,,,SUP-0431,mast_arm,steel,151,2,rusted,11/01/2019
SGN-1010,R1-1,STOP,regulatory,STOP,39.798663,-89.639240,Spring St,Edwards St,5,active,08/15/2024,Type XI,3M,0,S,88,,,,SUP-0432,wood,wood,97,5,active,05/08/2023
SGN-1011,R1-3,Multi-Way Stop Plaque,regulatory,,39.798663,-89.639240,Spring St,Edwards St,3,active,05/08/2023,Type XI,,270,E,87,,,,SUP-0432,wood,wood,97,5,active,05/08/2023
SGN-1012,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.801573,-89.642583,2nd St,Spring St,4,active,03/03/2022,Type III,3M,180,N,86,,,,SUP-0433,square_tube,galvanized_steel,77,4,damaged,03/03/2022
SGN-1013,D1-1,Street Name Sign,guide,SPRING ST,39.801573,-89.642583,2nd St,Spring St,2,active,03/03/2022,Type XI,3M,0,S,86,,,224,SUP-0433,square_tube,galvanized_steel,77,4,damaged,03/03/2022
SGN-1014,R1-1,STOP,regulatory,STOP,39.796339,-89.645376,Spring St,9th St,4,active,08/16/2019,Type III,3M,270,E,84,,,,SUP-0434,u_channel,aluminum,92,4,active,08/16/2019
SGN-1015,D1-1,Street Name Sign,guide,9TH ST,39.796339,-89.645376,Spring St,9th St,5,active,04/02/2024,Type XI,3M,0,S,84,,,,SUP-0434,u_channel,aluminum,92,4,active,08/16/2019
SGN-1016,R1-1,STOP,regulatory,STOP,39.799402,-89.640300,Capitol Ave,MacArthur Blvd,4,active,09/07/2023,Type XI,3M,180,N,82,,,,SUP-0435,mast_arm,steel,201,4,damaged,09/07/2023
SGN-1017,D1-1,Street Name Sign,guide,MACARTHUR BLVD,39.799402,-89.640300,Capitol Ave,MacArthur Blvd,4,active,09/07/2023,Type XI,3M,0,S,89,,,,SUP-0435,mast_arm,steel,201,4,damaged,09/07/2023
SGN-1018,W14-1,Dead End / No Outlet,warning,,39.799135,-89.643678,Washington St,,3,faded,04/02/2025,Type XI,Avery Dennison,0,S,82,648,true,,SUP-0436,u_channel,aluminum,78,4,active,04/02/2025
SGN-1019,D1-1,Street Name Sign,guide,WASHINGTON ST,39.799135,-89.643678,Washington St,,5,removed,04/02/2025,Type IX,3M,270,E,82,,,,SUP-0436,u_channel,aluminum,78,4,active,04/02/2025
SGN-1020,R2-1,Speed Limit,regulatory,SPEED LIMIT 35,39.826535,-89.651904,Grand Ave,Sangamon Ave,3,active,03/01/2019,Type III,3M,90,W,73,,,,SUP-0437,mast_arm,steel,201,3,active,03/01/2019
SGN-1021,D1-1,Street Name Sign,guide,SANGAMON AVE,39.826535,-89.651904,Grand Ave,Sangamon Ave,2,faded,03/01/2019,Type III,,0,S,81,,,90,SUP-0437,mast_arm,steel,201,3,active,03/01/2019
